Year,Team,Index,kenpom_Rk,kenpom_NetRtg,kenpom_ORtg,kenpom_ORtg_Rank,kenpom_DRtg,kenpom_DRtg_Rank,kenpom_AdjT,kenpom_AdjT_Rank,kenpom_Luck,kenpom_Luck_Rank,kenpom_SOS_NetRtg,kenpom_SOS_NetRtg_Rank,kenpom_SOS_ORtg,kenpom_SOS_ORtg_Rank,kenpom_SOS_DRtg,kenpom_SOS_DRtg_Rank,kenpom_NCSOS_NetRtg,kenpom_NCSOS_NetRtg_Rank
2010,La Salle,145,160,1.18,106.2,121,105.1,224,67.3,102,-0.015,215,3.91,96,104.5,117,100.6,90,-0.03,149
2010,Boise St.,26,161,0.94,102.2,182,101.3,142,69.5,35,-0.064,313,-0.68,175,104.7,108,105.4,281,-7.53,322
2010,George Mason,101,162,0.91,102.8,171,101.9,156,64.6,233,0.049,60,0.72,156,102.7,173,101.9,133,-1.22,192
2010,Campbell,42,163,0.85,100.5,202,99.7,112,64.2,251,0.002,164,-5.22,260,99.9,260,105.1,259,-1.95,215
2010,Middle Tennessee,181,164,0.65,101.4,189,100.7,129,64.7,231,-0.044,286,-4.83,254,100.6,239,105.4,280,-1.97,217
2010,Fresno St.,98,165,0.58,100.1,210,99.5,109,65.4,199,-0.032,258,1.36,141,104.4,118,103.0,177,-1.61,202
2010,UCF,330,166,0.33,102.6,173,102.3,164,63.4,279,0.009,146,2.52,123,104.5,116,102.0,136,-1.43,197
2010,Massachusetts,170,167,0.12,102.7,172,102.6,168,68.6,63,0.004,159,6.34,65,106.5,52,100.2,80,4.61,58
2010,Loyola Marymount,162,168,-0.01,108.4,82,108.4,281,69.0,46,0.041,75,-0.34,167,102.5,177,102.8,171,-2.12,221
2010,Drake,74,169,-0.01,107.2,104,107.2,265,63.0,287,0.012,132,2.43,126,104.2,128,101.8,121,-4.71,280
2010,DePaul,69,170,-0.08,100.0,213,100.1,119,61.8,315,-0.038,275,8.58,37,107.3,33,98.7,37,-3.01,248
2010,Texas A&M Corpus Chris,314,171,-0.09,99.4,226,99.5,105,64.7,228,-0.035,263,-2.37,210,101.3,215,103.7,195,6.29,41
2010,Lipscomb,152,172,-0.12,109.3,70,109.4,292,69.3,38,-0.033,260,-5.8,274,99.0,283,104.8,251,0.06,145
2010,Saint Joseph's,264,173,-0.17,102.6,174,102.7,173,68.7,60,0.016,122,6.55,62,106.0,67,99.5,56,4.66,57
2010,Iowa,132,174,-0.36,103.4,165,103.7,196,61.2,322,-0.035,265,7.92,48,106.4,56,98.5,27,-2.98,247
2010,North Texas,217,175,-0.47,103.4,164,103.8,199,67.4,99,0.113,8,-5.87,275,99.9,261,105.7,294,-2.96,245
2010,Saint Peter's,267,176,-0.49,92.8,304,93.3,31,64.1,254,-0.015,218,-3.38,232,100.6,238,104.0,210,-8.13,332
2010,Seattle,276,177,-0.58,100.6,200,101.2,141,77.7,2,0.029,92,-2.93,228,102.2,182,105.2,263,-2.39,228
2010,Eastern Kentucky,82,178,-0.6,110.7,52,111.3,318,61.2,323,-0.013,204,-6.28,281,99.7,264,106.0,307,-5.99,303
2010,San Jose St.,273,179,-0.62,109.9,62,110.5,307,66.0,174,0.003,162,1.93,133,104.9,98,102.9,173,-1.02,181
2010,Troy,321,180,-0.69,105.1,144,105.8,236,66.0,175,0.082,18,-1.33,187,103.2,161,104.5,240,8.99,12
2010,TCU,304,181,-0.72,105.2,142,105.9,237,63.1,285,-0.001,173,4.86,80,105.1,86,100.2,85,-0.28,153
2010,Mount St. Mary's,194,182,-0.83,96.8,266,97.6,79,65.9,178,-0.065,315,-6.81,288,98.6,291,105.4,282,6.94,31
2010,Valparaiso,352,183,-0.92,110.7,53,111.6,326,67.0,116,0.015,125,2.62,121,103.3,156,100.7,92,4.44,60
2010,Portland St.,243,184,-0.94,113.3,27,114.2,343,65.9,177,-0.074,325,1.08,146,104.2,126,103.1,179,6.23,42
2010,Robert Morris,257,185,-0.97,99.9,216,100.8,132,66.1,170,0.074,27,-7.18,293,98.1,305,105.3,272,3.47,75
2010,Lehigh,149,186,-0.97,105.6,134,106.6,249,68.9,48,0.018,116,-10.02,326,96.8,322,106.8,330,-8.95,340
2010,Quinnipiac,251,187,-1.01,103.5,160,104.5,212,67.7,81,-0.023,240,-11.77,338,95.0,338,106.8,329,-5.63,298
2010,Stony Brook,302,188,-1.12,102.3,179,103.4,183,65.1,217,0.052,55,-7.82,306,97.8,308,105.6,286,-7.89,330
2010,Eastern Michigan,83,189,-1.19,100.3,207,101.4,146,65.2,209,-0.01,197,-3.23,229,100.5,242,103.8,201,-3.46,256
2010,Davidson,67,190,-1.31,103.6,159,104.9,221,65.2,210,0.012,129,-0.44,168,103.3,155,103.8,200,6.56,38
2010,LSU,144,191,-1.42,99.7,219,101.2,139,61.2,324,-0.006,185,5.54,72,106.0,68,100.4,89,-5.27,289
2010,Denver,72,192,-1.43,106.2,122,107.7,269,58.5,344,0.017,118,-5.78,273,99.5,269,105.3,275,-2.34,227
2010,Rider,256,193,-1.45,103.1,168,104.6,216,67.1,109,0.074,29,0.11,159,101.5,208,101.4,109,-0.16,152
2010,Indiana,129,194,-1.64,101.4,190,103.0,176,67.3,101,-0.046,290,8.25,42,106.8,41,98.6,31,-5.79,300
2010,Montana St.,191,195,-1.78,103.4,161,105.2,227,63.4,277,0.018,117,-1.33,188,104.2,127,105.5,284,2.86,86
2010,Central Michigan,47,196,-1.85,101.6,187,103.4,184,63.5,272,-0.016,222,-2.24,206,100.4,245,102.6,162,-1.74,208
2010,The Citadel,318,197,-1.96,100.3,206,102.3,165,59.4,338,-0.02,233,-2.33,208,102.1,186,104.4,236,2.94,85
2010,UTSA,345,198,-2.1,103.9,153,106.0,240,62.9,290,0.02,112,-5.66,269,99.6,265,105.3,273,-4.29,271
2010,Manhattan,164,199,-2.38,99.3,227,101.7,154,66.1,164,-0.11,343,-1.18,184,101.0,224,102.2,143,-3.9,264
2010,Bowling Green,29,200,-2.9,101.3,191,104.2,206,63.1,282,0.052,52,0.77,154,102.9,167,102.2,140,-0.33,154
2010,Canisius,43,201,-2.93,100.1,208,103.1,178,65.6,193,-0.002,176,-2.12,204,100.1,256,102.2,145,-3.67,259
2010,Arkansas St.,15,202,-2.95,99.1,229,102.0,157,66.5,144,0.002,166,-5.0,257,100.8,230,105.8,299,-1.6,201
2010,Southeastern Louisiana,287,203,-3.09,100.9,198,104.0,204,66.5,140,-0.006,186,-6.53,285,99.2,278,105.7,295,-3.88,263
2010,San Francisco,272,204,-3.14,100.5,204,103.6,192,66.1,166,0.007,154,3.35,105,106.0,66,102.7,163,5.11,54
2010,Mercer,173,205,-3.33,107.8,91,111.2,317,68.1,70,-0.014,210,-2.54,215,100.2,254,102.7,164,10.38,6
2010,Florida Atlantic,93,206,-3.36,103.8,154,107.2,260,67.7,84,-0.038,272,-2.84,226,101.5,207,104.4,233,5.41,51
2010,Austin Peay,18,207,-3.52,103.7,157,107.2,261,66.0,173,0.082,19,-1.53,191,102.5,176,104.0,212,9.04,11
2010,San Diego,270,208,-3.68,98.4,239,102.1,160,62.0,311,-0.045,287,2.72,114,105.1,87,102.3,151,3.46,76
2010,Georgia St.,106,209,-3.71,99.8,218,103.5,186,61.6,317,-0.057,305,-0.88,179,101.7,196,102.6,159,-6.38,309
2010,Cal St. Fullerton,39,210,-3.79,102.5,177,106.2,244,67.9,77,0.04,79,-2.55,216,101.4,210,104.0,211,0.78,132
2010,Eastern Illinois,81,211,-3.9,100.0,214,103.9,201,63.3,280,0.089,15,-5.26,263,100.3,247,105.6,290,-4.34,275
2010,UNC Wilmington,337,212,-4.02,98.6,237,102.6,170,67.8,79,-0.06,308,2.65,118,104.4,119,101.7,119,4.35,62
2010,Maine,163,213,-4.07,94.2,292,98.3,90,64.5,236,0.122,4,-6.05,277,99.2,280,105.2,271,-1.76,209
2010,Loyola MD,161,214,-4.12,99.5,223,103.6,189,65.2,213,-0.033,259,-2.77,223,99.5,273,102.2,146,-7.06,314
2010,James Madison,137,215,-4.25,101.1,193,105.4,228,66.8,126,0.001,171,-1.14,183,101.9,192,103.0,175,-8.22,334
2010,Loyola Chicago,160,216,-4.29,101.8,186,106.1,241,62.9,289,0.06,44,1.26,142,104.0,133,102.7,165,-2.32,225
2010,Louisiana Lafayette,156,217,-4.31,99.4,225,103.7,198,65.8,181,-0.065,314,-4.79,253,101.0,225,105.8,297,-0.02,147
2010,Radford,252,218,-5.01,95.5,284,100.5,123,67.9,75,0.066,40,-8.9,315,97.7,309,106.6,326,5.83,47
2010,South Dakota St.,283,219,-5.15,105.5,137,110.6,309,66.9,124,-0.048,295,-4.98,256,100.3,251,105.2,268,2.69,89
2010,Evansville,86,220,-5.31,97.8,253,103.1,177,65.4,200,-0.057,303,2.54,122,104.8,99,102.3,150,-8.66,338
2010,Northern Arizona,219,221,-5.42,99.1,228,104.5,214,66.2,163,0.087,17,-0.57,172,103.5,148,104.0,216,2.7,88
2010,Ball St.,20,222,-5.45,94.6,291,100.1,117,62.0,309,0.052,53,-2.85,227,100.8,232,103.6,194,-4.22,269
2010,Cal St. Northridge,40,223,-5.57,97.8,251,103.4,182,70.7,18,-0.017,224,-1.54,192,102.3,180,103.8,205,0.97,130
2010,Tulane,322,224,-5.58,95.1,287,100.7,126,65.4,201,-0.07,322,1.61,140,103.5,145,101.9,132,-2.88,242
2010,Winthrop,373,225,-5.63,90.7,320,96.3,65,64.0,259,0.049,59,-7.35,297,98.6,290,106.0,309,6.9,33
2010,UC Davis,325,226,-5.77,101.0,197,106.7,251,66.4,148,-0.004,180,-2.74,220,100.3,248,103.0,176,-1.89,212
2010,Youngstown St.,381,227,-6.2,99.4,224,105.6,232,67.1,114,-0.078,330,1.68,138,103.5,146,101.9,128,-1.88,211
2010,Hampton,112,228,-6.21,94.1,293,100.4,121,66.7,130,-0.11,344,-9.65,322,97.3,312,106.9,334,-3.02,249
2010,Texas St.,316,229,-6.32,98.5,238,104.8,218,74.9,3,0.027,97,-3.53,236,100.8,231,104.3,231,1.54,114
2010,UC Riverside,327,230,-6.38,98.2,242,104.5,213,60.9,328,-0.039,276,-2.46,213,101.1,221,103.6,192,-0.71,163
2010,Arkansas Pine Bluff,14,231,-6.44,93.1,303,99.5,107,65.1,215,0.053,50,-7.62,300,96.4,324,104.0,213,17.98,1
2010,East Carolina,78,232,-6.53,101.9,184,108.4,280,66.9,123,-0.016,223,5.04,79,104.6,112,99.6,58,6.66,37
2010,Hawaii,115,233,-6.78,101.3,192,108.0,275,64.0,260,-0.053,301,0.03,160,104.7,109,104.7,248,-7.14,318
2010,Furman,99,234,-6.86,98.0,248,104.8,220,67.5,90,-0.046,291,-5.36,266,99.5,270,104.9,253,-7.87,328
2010,Holy Cross,118,235,-7.21,102.2,181,109.4,294,65.0,219,-0.143,347,-5.09,258,100.5,243,105.6,287,0.12,144
2010,IPFW,249,236,-7.33,96.9,263,104.2,205,65.8,183,0.04,78,-6.15,279,100.3,249,106.5,322,-2.34,226
2010,Northern Illinois,221,237,-7.38,99.0,231,106.4,247,69.2,40,-0.042,280,-1.78,197,100.9,229,102.6,161,-1.91,213
2010,Santa Clara,274,238,-7.41,96.2,275,103.6,191,65.9,180,0.015,124,0.63,157,103.4,152,102.8,169,-0.94,174
2010,Wyoming,378,239,-7.5,97.4,255,104.9,222,70.1,26,0.004,157,2.66,116,104.2,124,101.6,113,-4.43,278
2010,Lafayette,146,240,-7.69,104.1,150,111.8,328,66.6,133,0.073,30,-10.55,330,96.9,320,107.4,342,-11.24,345
2010,UT Arlington,342,241,-7.73,95.9,282,103.6,193,70.9,16,0.011,135,-7.88,309,99.0,282,106.9,333,-13.85,347
2010,North Dakota St.,215,242,-7.74,96.6,269,104.3,207,67.3,103,-0.051,299,-4.63,251,100.5,244,105.1,260,1.53,115
2010,Cal Poly,37,243,-7.76,103.2,167,111.0,315,66.4,145,0.048,63,-2.41,211,102.0,188,104.4,238,-1.0,180
2010,Towson,320,244,-7.91,102.5,175,110.5,304,67.8,78,0.01,140,-0.11,163,101.7,198,101.8,123,-2.93,244
2010,Illinois Chicago,126,245,-7.94,96.6,268,104.5,215,67.3,104,-0.029,250,2.66,117,104.2,125,101.6,114,1.52,116
2010,Bucknell,33,246,-7.96,98.0,249,105.9,239,63.8,265,-0.018,230,-7.86,308,99.4,274,107.3,341,-4.96,284
2010,South Dakota,282,247,-8.11,98.6,235,106.8,252,72.9,6,0.109,10,-12.57,342,95.3,336,107.9,344,0.0,146
2010,Chattanooga,51,248,-8.19,96.9,261,105.1,225,68.9,49,0.033,89,-3.67,238,101.7,202,105.3,276,-2.66,231
2010,Rice,254,249,-8.48,95.9,281,104.4,210,65.7,184,-0.081,334,0.15,158,103.0,166,102.8,170,-5.99,304
2010,Samford,269,250,-8.5,100.5,203,109.0,288,56.2,347,-0.077,328,-0.73,177,102.4,179,103.1,178,6.84,35
2010,South Alabama,279,251,-8.52,96.2,276,104.7,217,64.7,226,0.117,6,-4.19,244,101.1,223,105.2,270,-2.15,222
2010,UC Irvine,326,252,-8.52,101.1,195,109.6,297,63.4,275,0.016,123,-4.43,249,101.4,209,105.9,304,-5.84,301
2010,UNC Greensboro,336,253,-8.61,96.2,277,104.8,219,66.6,132,-0.03,252,1.18,144,103.1,164,101.9,129,9.81,8
2010,Air Force,2,254,-8.64,96.8,265,105.5,229,57.3,346,-0.046,292,2.52,124,103.7,143,101.1,102,-7.67,324
2010,South Carolina St.,281,255,-8.88,97.4,256,106.2,243,68.0,72,0.029,93,-9.71,324,96.9,319,106.6,325,-1.77,210
2010,Tennessee Tech,311,256,-9.08,104.7,146,113.8,340,66.6,137,0.098,12,-2.48,214,101.9,191,104.4,234,3.21,81
2010,Delaware,70,257,-9.3,99.5,222,108.8,287,63.9,264,0.035,84,2.99,112,103.9,138,100.9,97,1.77,111
2010,Tennessee St.,310,258,-9.44,97.8,252,107.2,263,67.1,108,-0.009,196,-0.91,180,102.7,171,103.6,190,4.7,55
2010,Army,16,259,-9.68,89.3,330,99.0,99,62.8,291,-0.018,231,-9.01,316,98.9,286,107.9,343,-9.28,343
2010,New Hampshire,202,260,-9.76,91.5,316,101.3,143,64.5,239,0.004,160,-5.94,276,98.7,289,104.6,247,-3.25,253
2010,Elon,85,261,-10.06,96.2,274,106.3,245,66.9,122,-0.022,237,-1.23,185,102.3,181,103.5,188,2.18,101
2010,Delaware St.,71,262,-10.2,96.9,264,107.1,258,58.2,345,0.08,22,-10.3,328,96.2,327,106.5,323,0.91,131
2010,Yale,380,263,-10.34,96.1,279,106.5,248,66.4,149,-0.036,267,-5.55,268,99.5,268,105.1,258,-4.76,282
2010,Jacksonville St.,136,264,-10.35,97.5,254,107.9,273,66.7,129,-0.06,307,-5.52,267,100.6,236,106.1,313,-7.09,316
2010,Eastern Washington,84,265,-10.36,96.4,270,106.8,253,67.9,74,-0.01,199,-0.21,165,104.0,132,104.2,225,2.98,83
2010,North Florida,216,266,-10.47,91.8,313,102.3,166,62.9,288,0.095,14,-1.87,200,101.6,206,103.5,187,8.44,18
2010,Texas Southern,315,267,-10.52,93.4,300,103.9,200,66.4,147,-0.007,189,-11.25,333,94.4,342,105.6,288,8.28,19
2010,Kennesaw St.,140,268,-10.59,98.1,245,108.7,284,64.2,248,0.012,128,-4.29,246,99.8,263,104.1,217,-1.64,205
2010,Western Illinois,367,269,-10.65,91.4,317,102.0,159,60.7,330,-0.017,225,-6.89,291,98.9,284,105.8,298,-7.2,320
2010,LIU Brooklyn,143,270,-10.97,99.8,217,110.8,311,67.1,111,0.009,143,-9.49,321,95.7,333,105.2,265,-1.06,182
2010,Norfolk St.,209,271,-11.06,96.2,278,107.2,262,71.2,13,-0.026,245,-7.61,299,97.0,315,104.6,243,1.41,120
2010,Binghamton,25,272,-11.07,98.1,244,109.2,290,62.5,300,0.045,69,-3.36,231,100.9,227,104.3,229,2.22,100
2010,Nicholls St.,208,273,-11.17,99.6,221,110.7,310,61.4,318,0.013,127,-1.95,201,102.2,184,104.1,222,6.71,36
2010,Jackson St.,134,274,-11.38,93.5,299,104.9,223,64.1,253,0.143,2,-11.44,336,94.5,341,105.9,306,5.7,48
2010,Sacred Heart,262,275,-11.41,99.1,230,110.5,305,69.1,44,0.011,133,-11.26,334,95.9,330,107.1,338,-5.57,296
2010,UNC Asheville,335,276,-11.43,97.2,258,108.7,285,70.8,17,0.068,37,-7.14,292,98.1,303,105.2,269,8.72,14
2010,USC Upstate,340,277,-11.63,92.0,312,103.6,188,65.1,218,-0.066,316,-1.83,199,100.9,226,102.8,168,8.14,22
2010,Idaho St.,124,278,-11.85,103.8,156,115.6,345,62.5,299,-0.009,194,2.33,127,104.8,103,102.5,155,10.32,7
2010,McNeese St.,171,279,-11.86,99.0,232,110.9,313,65.4,202,-0.022,238,-4.06,242,100.4,246,104.4,235,1.61,112
2010,Louisiana Monroe,157,280,-11.87,98.4,240,110.3,301,66.1,168,0.049,62,-4.61,250,100.6,237,105.2,266,-0.88,169
2010,Arkansas Little Rock,153,281,-11.99,99.6,220,111.6,324,65.5,196,-0.022,239,-1.79,198,102.4,178,104.2,224,8.46,17
2010,Liberty,150,282,-12.03,96.3,273,108.4,278,65.7,186,0.049,61,-7.23,295,98.3,297,105.6,285,5.12,53
2010,Lamar,147,283,-12.07,96.4,271,108.5,282,67.7,83,0.053,51,-4.68,252,100.1,257,104.7,250,-3.54,257
2010,Brown,31,284,-12.16,100.0,215,112.1,334,66.1,169,0.004,161,-3.71,239,99.6,266,103.3,186,-1.2,190
2010,Cal St. Bakersfield,38,285,-12.17,96.1,280,108.2,276,67.0,120,-0.015,216,-1.66,196,102.7,172,104.3,230,-1.2,191
2010,Pepperdine,240,286,-12.2,98.0,247,110.2,300,65.5,197,-0.001,174,0.77,153,104.3,121,103.5,189,-1.46,198
2010,High Point,116,287,-12.43,97.1,260,109.6,295,67.4,97,0.05,57,-10.0,325,96.6,323,106.6,327,-3.63,258
2010,Sacramento St.,261,288,-12.53,93.3,302,105.8,235,66.5,143,-0.003,178,-1.64,195,102.8,169,104.4,237,-0.96,176
2010,Alabama St.,6,289,-12.63,93.5,298,106.2,242,65.2,212,0.022,110,-11.86,339,93.3,345,105.2,264,8.16,21
2010,Colgate,58,290,-12.67,97.8,250,110.5,306,65.6,191,-0.031,255,-8.15,310,97.8,307,106.0,310,-7.17,319
2010,Navy,198,291,-12.7,96.3,272,109.0,289,70.7,20,0.077,25,-8.5,311,98.3,299,106.8,332,-7.71,326
2010,Bethune Cookman,24,292,-12.98,93.9,295,106.9,256,58.9,341,0.043,72,-10.52,329,96.1,329,106.6,328,-2.25,224
2010,Charleston Southern,49,293,-13.06,94.7,290,107.8,271,62.6,297,0.006,156,-7.86,307,98.1,304,106.0,308,7.65,24
2010,American,9,294,-13.09,94.1,294,107.2,259,62.4,303,0.016,120,-7.81,305,99.2,279,107.0,336,-6.12,307
2010,Albany,7,295,-13.16,97.2,259,110.3,302,63.6,271,-0.073,324,-4.25,245,99.6,267,103.8,208,-0.45,159
2010,Monmouth,189,296,-13.46,92.5,307,105.9,238,65.6,189,-0.031,256,-9.33,319,96.8,321,106.1,314,-3.94,266
2010,Columbia,61,297,-13.5,92.2,309,105.7,234,63.9,263,0.039,80,-7.33,296,98.5,293,105.9,303,-8.55,337
2010,Longwood,155,298,-13.56,98.0,246,111.6,325,72.4,7,0.011,134,-5.26,262,98.5,294,103.8,207,-2.17,223
2010,UMKC,333,299,-13.67,98.2,241,111.9,330,64.9,223,0.042,74,-6.2,280,99.4,275,105.6,293,-5.3,291
2010,Georgia Southern,105,300,-13.77,98.1,243,111.9,331,70.5,21,0.08,21,0.01,161,103.3,157,103.3,182,3.89,68
2010,Florida Gulf Coast,95,301,-13.84,94.8,289,108.6,283,66.6,134,0.008,148,-5.31,264,99.3,277,104.6,242,-5.34,294
2010,North Carolina A&T,212,302,-13.86,93.8,296,107.6,268,67.7,82,-0.043,281,-6.3,282,98.3,298,104.6,245,6.22,43
2010,Northwestern St.,225,303,-13.96,96.9,262,110.9,312,74.1,4,-0.007,187,-5.34,265,100.0,258,105.4,279,-0.98,178
2010,Central Arkansas,45,304,-14.29,92.0,311,106.3,246,64.1,255,-0.091,339,-6.64,287,99.8,262,106.4,321,-5.22,287
2010,Fordham,97,305,-14.41,93.3,301,107.7,270,70.5,22,-0.046,289,4.55,83,104.7,107,100.2,82,-1.64,204
2010,FIU,88,306,-14.45,98.7,234,113.1,337,67.1,113,-0.018,229,-2.44,212,101.7,200,104.1,221,1.29,121
2010,Savannah St.,275,307,-14.47,89.8,325,104.3,208,61.2,321,0.021,111,-6.15,278,97.9,306,104.0,214,-2.82,238
2010,Penn,238,308,-14.61,97.3,257,111.9,332,64.0,258,-0.042,279,-3.49,234,100.8,234,104.3,227,-1.18,187
2010,Central Connecticut,46,309,-15.5,92.3,308,107.8,272,63.4,276,-0.007,190,-11.39,335,95.6,334,107.0,335,-7.87,329
2010,Prairie View A&M,244,310,-15.63,85.6,341,101.2,140,66.3,155,0.047,66,-13.14,345,93.4,343,106.6,324,9.39,9
2010,St. Francis NY,295,311,-15.76,89.8,328,105.5,230,63.7,267,0.046,67,-10.78,332,96.3,326,107.1,337,-4.71,281
2010,Hartford,113,312,-15.81,95.6,283,111.4,322,62.8,292,-0.038,274,-6.31,283,99.0,281,105.3,277,-5.33,293
2010,Southeast Missouri St.,286,313,-16.14,90.7,321,106.8,255,66.6,139,-0.044,285,-3.4,233,101.7,201,105.1,257,-0.33,155
2010,St. Francis PA,263,314,-16.39,95.5,286,111.9,329,63.8,266,0.028,95,-8.66,313,97.2,314,105.8,300,-0.83,166
2010,New Orleans,206,315,-16.68,89.0,334,105.7,233,63.7,268,0.001,168,-5.16,259,100.1,255,105.3,274,-5.6,297
2010,Fairleigh Dickinson,90,316,-17.42,92.2,310,109.6,296,67.0,117,0.054,49,-8.75,314,97.4,310,106.2,315,-1.97,218
2010,VMI,351,317,-18.1,102.4,178,120.5,347,83.4,1,0.003,163,-7.36,298,96.9,318,104.3,228,8.16,20
2010,Centenary,44,318,-18.48,95.0,288,113.5,338,69.7,30,0.009,144,-4.29,247,100.8,233,105.1,256,1.99,104
2010,Maryland Eastern Shore,169,319,-18.54,91.6,315,110.1,299,65.1,216,0.056,46,-9.17,317,96.9,317,106.1,312,-1.34,196
2010,Texas Pan American,343,320,-18.56,89.5,329,108.0,274,66.3,153,-0.081,332,-6.64,286,98.5,296,105.1,262,3.65,72
2010,Houston Baptist,120,321,-19.24,93.8,297,113.0,336,72.2,8,0.05,58,-12.38,341,94.9,339,107.2,340,-5.03,285
2010,UMBC,332,322,-19.27,95.5,285,114.7,344,66.2,162,-0.071,323,-5.75,271,98.9,285,104.7,249,-5.15,286
2010,Coppin St.,63,323,-19.43,89.3,331,108.7,286,65.0,220,-0.088,338,-8.58,312,97.2,313,105.8,296,1.93,106
2010,Southern Utah,293,324,-19.47,89.8,327,109.3,291,66.2,157,-0.003,177,-3.85,240,101.6,204,105.5,283,2.25,98
2010,Toledo,319,325,-19.54,88.8,335,108.3,277,60.6,331,0.008,151,0.81,152,103.3,158,102.5,157,2.54,93
2010,Utah Valley,349,326,-19.59,89.8,326,109.4,293,61.1,325,-0.027,246,-12.71,344,95.2,337,108.0,345,-2.87,240
2010,Alabama A&M,5,327,-19.7,87.5,338,107.2,264,70.2,25,-0.016,219,-14.66,347,91.7,347,106.4,319,8.5,15
2010,Mississippi Valley St.,186,328,-20.4,91.6,314,112.0,333,67.2,106,-0.005,183,-9.29,318,94.7,340,104.0,215,6.36,40
2010,Presbyterian,245,329,-20.64,90.9,318,111.6,323,62.0,310,-0.049,296,-3.64,237,100.0,259,103.6,191,12.77,3
2010,Winston Salem St.,372,330,-20.66,86.9,339,107.6,267,66.4,146,0.074,28,-7.22,294,98.1,301,105.4,278,-7.22,321
2010,Gardner Webb,100,331,-20.81,90.1,324,111.0,314,69.7,29,-0.004,181,-6.88,290,98.8,288,105.6,292,9.36,10
2010,Stetson,300,332,-20.85,90.5,322,111.3,320,66.0,176,0.044,70,-2.62,218,100.6,240,103.2,180,5.94,46
2010,Florida A&M,92,333,-20.95,92.8,305,113.7,339,67.0,121,0.054,48,-7.74,303,97.3,311,105.0,255,1.93,107
2010,Tennessee Martin,309,334,-21.2,90.2,323,111.4,321,69.8,27,-0.015,217,-2.3,207,101.6,203,103.9,209,3.87,69
2010,Wagner,358,335,-22.0,89.1,332,111.1,316,65.7,185,-0.014,211,-9.69,323,96.2,328,105.9,302,-7.14,317
2010,Marist,165,336,-22.01,90.8,319,112.8,335,62.6,298,-0.014,214,-0.73,176,101.1,222,101.9,126,-3.4,255
2010,Howard,121,337,-22.04,88.4,336,110.4,303,64.3,244,0.011,138,-6.85,289,98.1,302,105.0,254,0.75,133
2010,NJIT,197,338,-22.16,84.7,343,106.8,254,66.6,131,-0.059,306,-11.71,337,96.3,325,108.0,347,-1.0,179
2010,North Carolina Central,213,339,-22.46,85.9,340,108.4,279,66.6,138,-0.014,212,-3.51,235,100.2,253,103.7,198,-0.95,175
2010,SIU Edwardsville,259,340,-23.22,88.1,337,111.3,319,66.5,142,0.007,153,-2.77,222,101.3,213,104.1,220,-2.77,235
2010,Dartmouth,66,341,-24.24,82.4,345,106.7,250,63.4,274,0.022,107,-5.69,270,99.5,271,105.2,267,-6.77,312
2010,Chicago St.,52,342,-24.62,85.3,342,109.9,298,67.1,112,0.001,170,-10.16,327,97.0,316,107.1,339,-0.1,150
2010,North Dakota,214,343,-24.81,92.8,306,117.6,346,64.3,245,-0.005,184,-10.6,331,95.8,331,106.4,320,-1.12,184
2010,Grambling St.,109,344,-24.99,89.0,333,114.0,342,67.4,100,-0.001,172,-13.35,346,92.9,346,106.3,317,3.84,70
2010,Southern,288,345,-26.71,83.9,344,110.6,308,68.5,64,-0.025,243,-12.58,343,93.3,344,105.9,305,2.34,97
2010,Bryant,32,346,-32.2,79.5,347,111.7,327,62.1,308,-0.029,248,-7.63,301,98.6,292,106.2,316,1.46,119
2010,Alcorn St.,8,347,-32.65,81.3,346,113.9,341,72.1,9,-0.03,254,-9.37,320,95.5,335,104.8,252,5.19,52
2011,Ohio St.,229,1,33.47,125.0,1,91.5,12,63.8,250,0.031,103,8.82,26,108.9,17,100.0,45,-4.08,266
2011,Duke,76,2,28.42,119.7,5,91.3,9,68.6,40,0.017,140,8.43,30,107.3,36,98.9,15,3.48,64
2011,Kansas,138,3,28.38,118.9,6,90.6,6,68.4,42,0.06,38,7.75,32,108.2,28,100.5,61,-0.29,164
2011,Pittsburgh,241,4,27.08,120.6,4,93.5,24,61.8,315,-0.023,236,8.17,31,107.6,32,99.4,24,-3.68,254
2011,Texas,312,5,25.93,115.5,21,89.6,4,65.5,161,-0.058,307,7.61,35,107.5,34,99.9,37,0.6,143
2011,Wisconsin,374,6,25.84,122.3,2,96.5,52,56.9,344,-0.003,191,10.81,11,110.0,9,99.2,20,-3.58,253
2011,Kentucky,142,7,25.82,117.8,8,92.0,16,65.0,184,-0.044,285,9.81,18,108.4,23,98.5,10,4.46,52
2011,San Diego St.,271,8,24.98,114.1,28,89.1,2,62.3,306,0.059,43,7.48,38,107.6,31,100.1,48,4.1,56
2011,Purdue,248,9,24.79,115.9,18,91.1,8,66.0,136,0.007,161,10.16,14,108.8,18,98.7,12,1.21,120
2011,Connecticut,62,10,23.93,115.8,19,91.9,15,64.5,221,0.048,58,12.78,2,110.1,8,97.4,2,-0.77,179
2011,Notre Dame,226,11,23.25,120.9,3,97.7,66,63.1,277,0.074,24,9.92,17,108.2,27,98.3,6,-3.83,257
2011,BYU,19,12,23.22,117.5,11,94.3,29,70.2,17,0.055,46,7.04,43,106.8,49,99.8,34,3.59,62
